#,"",Player,Overall Score,Potential Score,Height,Weight,Age,Preferred Foot,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
14125,14124,Thibault Tamas,61,75,178,68,22,Left,60.5,63.5,45.500000,44.333333,62.285714,42.375,10.2
14126,14125,Timothy Galjé,61,70,179,71,21,Right,11.0,12.0,22.666667,16.333333,36.285714,14.250,60.0
14127,14126,Mihai Lixandru,61,74,184,75,21,Right,58.5,61.5,56.166667,53.666667,62.857143,43.500,10.8
14128,14127,Josh March,61,62,175,71,25,Right,57.5,17.5,50.666667,44.000000,73.571429,55.125,10.8
14129,14128,Gonzalo Sánchez,61,70,182,72,22,Right,62.5,17.0,47.666667,41.000000,62.285714,53.750,10.2
14130,14129,Will Forrester,61,69,180,73,21,Right,52.5,61.0,48.333333,50.666667,63.428571,32.250,8.4
14131,14130,Joshua Oluwayemi,61,73,189,82,21,Right,15.0,11.0,27.166667,22.666667,44.000000,13.125,59.6
14132,14131,Erencan Yardımcı,61,70,188,78,21,Right,61.0,20.5,50.166667,46.000000,63.571429,58.875,8.8
14133,14132,Melvin Sitti,61,71,182,73,23,Right,60.0,60.5,53.666667,58.666667,62.857143,50.000,11.0
14134,14133,Park Dae Won,61,69,178,76,25,Right,55.0,59.0,58.500000,57.000000,70.000000,50.125,8.6
14135,14134,Tom White,61,64,178,74,25,Right,60.5,57.5,58.333333,58.333333,67.857143,47.375,10.8
14136,14135,Kusini Yengi,61,65,189,90,24,Right,60.0,25.5,53.333333,49.333333,78.285714,51.250,10.4
14137,14136,Tochi Chukwuani,61,73,187,64,19,Right,63.5,54.5,58.166667,57.666667,68.142857,52.125,8.2
14138,14137,Leandro Fernandes,61,68,176,72,23,Right,66.0,52.0,59.666667,59.000000,68.142857,53.750,10.4
14139,14138,Seo Jin Su,61,70,183,71,22,Right,63.0,14.5,44.000000,47.000000,65.285714,50.750,10.6
14140,14139,Jeong Min Ki,61,64,190,78,27,Right,13.0,15.0,26.166667,20.000000,32.571429,14.750,60.4
14141,14140,Timothy Martin,61,72,190,80,21,Right,14.0,12.0,24.500000,16.000000,35.571429,14.000,59.0
14142,14141,Omar Labrador,61,61,170,70,31,Left,52.5,63.0,48.333333,51.666667,60.428571,34.250,9.8
14143,14142,Hector Kyprianou,61,70,189,82,21,Right,61.0,59.0,58.333333,54.000000,64.142857,43.750,8.6
14144,14143,Levent Mercan,61,72,176,69,22,Left,67.5,55.0,53.666667,65.333333,63.000000,61.750,11.0
14145,14144,Erlend Hustad,61,64,192,83,26,Right,58.5,21.5,50.500000,46.000000,64.000000,55.250,6.6
14146,14145,Hussein Ali,61,70,180,65,21,Right,57.5,57.5,51.833333,51.666667,66.142857,35.500,12.0
14147,14146,Li Yang,61,66,186,85,25,Right,33.0,60.5,46.833333,39.666667,65.142857,31.625,10.8
14148,14147,Michel Stöcker,61,68,184,72,23,Left,45.0,63.0,50.500000,49.000000,64.428571,37.750,9.0
14149,14148,Tom Clayton,61,67,183,73,22,Left,50.0,61.0,48.833333,43.666667,64.142857,37.250,9.2
14150,14149,Falah Waleed,61,69,177,69,24,Right,54.5,57.0,56.166667,52.000000,70.571429,42.250,10.2
14151,14150,Alessandro Fiordaliso,61,69,184,73,23,Right,59.5,66.5,47.166667,46.000000,65.428571,35.500,8.6
14152,14151,Romaric Yapi,61,70,178,70,22,Right,56.0,59.5,51.666667,45.000000,70.000000,33.875,10.6
14153,14152,Davy Rouyard,61,71,194,90,23,Right,14.5,11.5,27.000000,20.333333,41.000000,15.250,61.4
14154,14153,Al Hassan Toure,61,68,185,82,22,Right,61.0,28.0,49.500000,51.666667,75.285714,55.000,11.8
14155,14154,Dragoljub Savić,61,69,173,69,21,Left,65.5,29.5,44.000000,55.000000,67.428571,51.875,10.0
14156,14155,Dominique Youfeigane,61,69,188,84,23,Right,11.0,11.0,25.833333,18.333333,37.285714,13.875,59.8
14157,14156,Adrián,61,72,195,83,22,Right,13.0,13.0,28.500000,17.333333,35.142857,14.375,60.8
14158,14157,Elliot Bonds,61,67,188,74,22,Right,58.0,58.0,56.500000,57.666667,67.000000,48.375,9.4
14159,14158,Sam McClelland,61,75,191,79,21,Right,43.5,61.0,47.500000,39.666667,55.571429,36.375,9.2
14160,14159,Ernest Boahene,61,70,172,73,23,Right,57.0,56.0,55.000000,51.666667,70.285714,45.625,9.0
14161,14160,Griffin Dorsey,61,68,183,72,24,Right,63.5,50.5,60.000000,59.666667,69.857143,52.000,9.0
14162,14161,Răzvan Ducan,61,70,192,82,22,Right,13.5,21.5,31.166667,19.333333,33.000000,17.125,60.0
14163,14162,Vincent Gembalies,61,67,187,87,23,Right,43.5,61.5,50.833333,40.666667,73.142857,30.875,9.2
14164,14163,Mohammed Bu Sanda,61,64,181,71,28,Right,14.0,13.0,28.333333,20.333333,43.142857,13.875,59.2
14165,14164,Okan Erdogan,61,68,185,78,24,Right,34.5,60.0,45.666667,51.666667,65.571429,35.375,9.2
14166,14165,Alistair Smith,61,66,185,73,23,Right,62.5,55.0,57.333333,58.000000,72.000000,53.875,11.0
14167,14166,Bipin Singh,61,61,172,65,27,Left,57.0,26.5,45.333333,51.000000,70.571429,51.625,10.4
14168,14167,Søren Tengstedt,61,70,187,82,22,Left,64.5,18.0,45.666667,53.000000,67.142857,54.875,10.2
14169,14168,Jake Taylor,61,62,178,77,24,Right,62.0,56.0,56.666667,60.666667,67.714286,52.875,11.4
14170,14169,Shadrach Ogie,61,69,183,78,21,Left,51.5,59.0,51.333333,47.666667,69.714286,36.625,10.0
14171,14170,Dennis Collander,61,73,178,70,20,Right,63.0,59.0,60.333333,57.666667,74.714286,45.000,8.4
14172,14171,Rafael Santos,61,66,180,77,25,Left,53.5,69.5,50.166667,42.333333,63.285714,41.125,9.2
14173,14172,Carlo Casap,61,67,179,73,24,Left,64.5,48.5,58.166667,60.000000,69.142857,59.000,8.0
14174,14173,Mateusz Skrzypczak,61,70,186,77,22,Left,40.0,59.5,50.000000,45.666667,61.285714,35.250,9.6
14175,14174,Joe Lewis,61,66,188,85,23,Right,50.0,59.5,52.333333,44.666667,66.285714,39.500,13.4
14176,14175,Dylan Borrero,61,73,179,67,21,Right,64.5,13.0,52.333333,54.333333,69.000000,46.500,9.6
14177,14176,Rafał Adamski,61,73,195,79,21,Right,58.0,14.0,49.000000,36.666667,60.428571,54.875,10.4
14178,14177,Ateef Konaté,61,72,179,66,21,Right,66.0,37.0,46.833333,53.666667,61.000000,52.500,11.2
14179,14178,Danilo Paracho,61,61,172,70,27,Right,63.0,40.5,53.333333,56.000000,64.000000,43.875,10.4
14180,14179,Adrian Ioniță,61,66,178,65,22,Left,54.5,57.0,51.166667,52.333333,72.000000,35.875,9.2
14181,14180,Samuel Silvera,61,72,173,69,22,Right,65.5,26.5,48.500000,49.000000,59.428571,45.375,10.4
14182,14181,Gustav Mogensen,61,72,190,78,21,Right,60.5,17.0,49.833333,43.000000,59.857143,56.375,9.2
14183,14182,Charlie Kelman,61,73,175,70,21,Right,61.0,25.0,50.000000,42.666667,72.571429,55.625,9.6
14184,14183,Fábio Tavares,61,72,180,70,22,Right,59.0,19.5,48.166667,43.666667,70.285714,54.875,8.0
14185,14184,Harrison Holgate,61,67,186,72,22,Right,46.0,60.5,48.666667,40.000000,64.000000,30.375,9.2
14186,14185,Cosmin Tucaliuc,61,69,170,60,22,Left,66.5,25.0,49.833333,53.666667,62.714286,51.500,6.6
14187,14186,Andrei Patache,61,61,174,74,35,Right,55.0,60.5,58.666667,53.000000,56.857143,40.125,7.8
14188,14187,Lee Ji Sol,61,68,185,78,23,Right,37.5,61.5,46.666667,45.666667,67.142857,35.625,11.2
14189,14188,Erik Holt,61,66,185,84,26,Right,50.5,59.5,56.166667,46.333333,55.285714,30.625,9.4
14190,14189,Declan Drysdale,61,67,196,76,23,Right,47.0,61.0,54.166667,45.000000,64.714286,34.375,10.4
14191,14190,Adam O'Reilly,61,67,168,68,21,Right,59.5,61.0,63.000000,57.000000,70.000000,51.250,10.2
14192,14191,Jean-Claude Ngando,61,67,169,60,23,Right,68.0,37.5,46.166667,57.000000,64.714286,49.500,9.6
14193,14192,Lukas Krüger,61,70,190,78,23,Right,57.5,17.5,48.000000,46.333333,71.000000,50.875,8.6
14194,14193,Lukas Schöfl,61,68,177,72,22,Right,66.0,61.0,56.833333,58.666667,68.714286,48.875,11.8
14195,14194,Lewis Gordon,61,70,170,64,22,Left,57.5,59.0,50.000000,55.000000,66.857143,43.500,10.2
14196,14195,Ali Youssef,61,70,182,74,22,Right,65.5,40.5,50.666667,55.666667,67.571429,44.500,9.8
14197,14196,Colin Rösler,61,70,186,72,22,Right,49.5,60.5,47.833333,49.333333,65.428571,35.250,11.2
14198,14197,Jan Žambůrek,61,70,182,73,22,Right,64.5,46.5,58.333333,59.000000,61.714286,42.000,9.2
14199,14198,Piotr Samiec-Talar,61,74,185,78,21,Left,60.5,22.5,50.500000,54.333333,67.428571,53.375,11.8
14200,14199,Paris Maghoma,61,75,178,75,21,Right,63.5,55.0,58.666667,61.333333,65.000000,52.250,10.2
14201,14200,Rahmetullah Berişbek,61,68,175,70,23,Right,65.5,57.0,54.333333,58.000000,64.285714,54.125,9.2
14202,14201,Antonis Aidonis,61,69,185,85,21,Right,44.5,63.5,47.666667,41.000000,61.714286,37.000,9.6
14203,14202,Kang Yun Koo,61,61,170,70,30,Left,60.0,51.0,52.666667,52.333333,73.571429,36.500,13.2
14204,14203,Chinedu Ekene,61,68,180,85,23,Right,57.5,23.0,49.000000,45.666667,70.714286,53.125,8.8
14205,14204,Moritz Broschinski,61,70,190,80,22,Right,58.0,19.5,46.666667,48.000000,68.000000,52.000,8.6
14206,14205,Aidan Stone,61,67,186,75,23,Right,16.0,12.0,34.833333,30.666667,45.428571,15.500,60.8
14207,14206,Leo Cornic,61,72,178,64,22,Right,56.0,57.0,50.833333,57.666667,70.285714,36.875,8.8
14208,14207,Mahamadou Dembélé,61,67,186,78,23,Right,51.5,63.5,46.666667,41.000000,60.000000,36.000,9.4
14209,14208,Subhasish Bose,61,62,184,77,27,Left,53.5,60.0,54.333333,42.000000,69.428571,33.375,11.4
14210,14209,Jack Vale,61,73,183,70,22,Right,61.5,17.5,45.333333,47.000000,70.285714,53.250,10.6
14211,14210,Max Kulke,61,68,177,72,22,Right,57.5,59.5,55.666667,57.666667,64.857143,48.750,10.8
14212,14211,Almerge,61,74,178,69,22,Right,51.0,61.0,52.000000,55.333333,60.000000,40.250,10.4
14213,14212,Cammy MacPherson,61,66,173,71,24,Right,61.0,58.0,63.000000,60.666667,69.714286,56.000,10.4
14214,14213,Maximilian Breunig,61,68,193,80,22,Left,62.0,19.5,43.166667,44.333333,65.285714,52.500,10.6
14215,14214,Mukhair Al Rashidi,61,68,170,68,23,Right,54.5,58.0,48.333333,50.333333,69.428571,36.375,10.6
14216,14215,Kim Gyeong Min,61,63,185,78,26,Right,61.0,15.0,44.166667,35.666667,70.428571,45.750,11.8
14217,14216,Matis Carvalho,61,70,186,80,23,Right,13.5,12.5,28.166667,20.666667,43.428571,14.375,60.8
14218,14217,Jack Lankester,61,69,177,65,23,Left,61.0,43.5,52.333333,55.333333,67.571429,55.750,9.8
14219,14218,Elias Löder,61,70,183,72,22,Right,63.0,32.5,54.000000,56.666667,63.142857,49.250,9.4
14220,14219,Liam McCarron,61,71,176,61,21,Left,58.0,52.5,48.666667,55.000000,67.142857,48.000,11.6
14221,14220,Borja Llarena,61,70,171,64,23,Right,58.5,26.0,50.333333,49.333333,75.857143,56.375,8.8
14222,14221,Dan Kelly,61,62,183,60,26,Right,62.5,38.5,46.500000,54.000000,61.285714,47.375,10.6
14223,14222,Lin Longchang,61,61,187,82,33,Right,35.0,64.0,48.333333,35.333333,58.714286,37.125,8.4
14224,14223,Will Wright,61,64,191,85,25,Right,56.0,60.0,52.333333,57.000000,63.428571,56.375,9.2
14225,14224,Awn Al Bishi,61,67,195,75,24,Right,32.5,62.0,47.500000,40.333333,59.428571,43.625,10.4
14226,14225,Yuan Mincheng,61,64,187,84,27,Right,27.5,60.5,44.333333,38.333333,60.714286,29.875,8.6
14227,14226,Yao Junsheng,61,62,172,65,27,Left,61.5,47.0,59.333333,62.666667,71.428571,60.750,8.0
14228,14227,Abo Eisa,61,61,180,75,27,Right,60.0,31.5,46.833333,53.333333,77.285714,52.375,8.8
14229,14228,Jacob Italiano,61,70,177,68,21,Right,67.0,53.0,47.833333,57.000000,66.142857,52.375,7.6
14230,14229,Simon Power,61,63,177,67,24,Right,59.5,24.5,45.500000,54.333333,67.142857,51.125,10.4
14231,14230,Riley Harbottle,61,69,190,75,22,Right,43.5,60.5,49.500000,41.333333,62.857143,32.375,8.8
14232,14231,Josh Eppiah,61,66,175,73,24,Left,63.5,28.0,48.500000,51.666667,67.857143,56.625,11.0
14233,14232,Tony Gallacher,61,67,177,71,23,Left,57.0,60.5,51.166667,51.666667,68.571429,39.375,9.2
14234,14233,Aaron Drinan,61,66,178,70,24,Right,60.5,25.5,50.500000,45.666667,67.142857,56.500,7.6
14235,14234,Nick Tsaroulla,61,66,173,70,23,Left,59.5,55.5,55.000000,51.000000,69.285714,44.875,12.0
14236,14235,Callum Timmins,61,68,182,72,23,Right,58.0,60.0,58.500000,57.000000,69.571429,54.875,10.4
14237,14236,Matty Wolfe,61,68,185,75,22,Right,58.5,58.5,57.000000,57.333333,63.142857,43.250,9.2
14238,14237,Jamie Lennon,61,64,178,74,24,Right,59.5,59.0,60.000000,60.333333,60.714286,52.375,7.6
14239,14238,Wang Ziming,61,64,187,76,26,Right,59.0,30.0,47.833333,46.666667,74.857143,55.375,11.2
14240,14239,Lautaro Chávez,61,70,175,68,22,Right,66.0,13.5,46.666667,50.000000,61.000000,58.875,11.2
14241,14240,Meritan Shabani,61,67,185,76,23,Right,66.0,35.5,49.000000,62.666667,61.857143,51.000,9.4
14242,14241,Ke Zhao,61,61,175,70,33,Left,52.5,58.5,52.500000,58.666667,63.285714,36.250,9.8
14243,14242,Rollin Menayese,61,65,190,80,25,Right,48.5,59.0,52.000000,46.333333,68.428571,34.250,10.6
14244,14243,Joseph Olowu,61,67,184,75,23,Right,48.5,60.5,47.666667,44.666667,66.714286,34.125,10.8
14245,14244,Fahad Al Rashidi,61,63,175,68,25,Right,65.5,28.0,46.666667,50.666667,69.428571,51.000,11.6
14246,14245,Max Sanders,61,65,175,80,24,Right,60.5,57.0,58.333333,62.333333,64.714286,50.625,9.6
14247,14246,Mathias Kristensen,61,61,201,98,29,Right,57.5,19.5,50.666667,34.666667,44.714286,53.500,9.8
14248,14247,Brian Maher,61,68,185,78,22,Right,25.0,16.0,35.166667,29.666667,47.857143,15.750,60.2
14249,14248,Tobias Schättin,61,64,185,80,25,Left,56.0,58.5,53.666667,52.666667,65.571429,35.375,10.4
14250,14249,Amer Ordagić,61,61,181,75,29,Right,62.5,54.5,60.500000,61.333333,63.714286,49.000,10.8
14251,14250,Ephron Mason-Clark,61,67,177,78,23,Right,65.5,26.0,52.833333,48.000000,76.285714,55.000,11.8
14252,14251,Shkelqim Demhasaj,61,63,191,78,26,Right,61.0,22.5,44.500000,44.000000,60.714286,57.750,11.2
14253,14252,Fahad Al Jumayah,61,61,175,62,27,Right,63.0,52.5,52.666667,61.000000,66.428571,56.875,10.6
14254,14253,Richie Bennett,61,61,191,85,32,Left,58.0,20.5,53.333333,38.000000,59.285714,53.125,9.6
14255,14254,Roman Macek,61,64,188,75,25,Right,67.0,52.0,56.833333,63.000000,55.857143,52.875,11.2
14256,14255,Issam El Maach,61,69,187,96,23,Right,23.5,13.0,26.833333,21.000000,44.571429,15.750,61.0
14257,14256,Arvid Brorsson,61,67,188,81,23,Right,40.0,60.5,45.833333,42.333333,60.142857,30.125,10.2
14258,14257,Chris Merrie,61,63,176,70,24,Left,57.0,58.0,58.000000,57.000000,64.000000,50.375,12.2
14259,14258,Song Long,61,61,180,72,33,Right,59.5,55.0,52.166667,59.333333,69.285714,41.125,9.0
14260,14259,Lachlan Barr,61,62,189,80,28,Right,38.0,62.0,45.833333,40.333333,62.714286,35.125,11.4
14261,14260,Dean Campbell,61,71,182,71,21,Left,62.5,54.5,53.000000,62.333333,67.000000,51.250,11.8
14262,14261,Tashan Oakley-Boothe,61,65,182,68,23,Right,63.5,57.5,58.500000,60.333333,59.000000,44.750,10.2
14263,14262,Billy Sass-Davies,61,69,191,79,23,Right,44.5,60.5,48.000000,40.333333,60.571429,32.250,10.2
14264,14263,Richard Nartey,61,68,185,78,24,Right,55.5,61.0,53.166667,57.000000,65.285714,31.000,11.4
14265,14264,Giotto Morandi,61,70,181,77,24,Right,62.5,50.0,54.666667,60.333333,66.285714,59.000,10.2
14266,14265,Dennis Engel,61,62,184,78,27,Right,59.0,56.0,50.500000,61.333333,63.428571,42.750,10.0
14267,14266,Archie Davies,61,65,180,75,24,Right,59.0,56.0,53.833333,54.333333,66.428571,44.125,10.2
14268,14267,Tyrese Shade,61,70,183,76,22,Right,61.0,51.5,54.666667,50.666667,75.000000,54.000,9.4
14269,14268,Adrian Danek,61,61,180,75,28,Right,62.0,61.5,56.333333,53.666667,65.571429,45.000,9.0
14270,14269,Josh Kay,61,62,183,75,26,Right,60.0,50.5,57.833333,54.666667,72.142857,54.375,7.4
14271,14270,Jake Turner,61,71,194,82,24,Right,13.0,12.0,23.500000,20.666667,38.428571,14.375,60.6
14272,14271,Tristan Abrahams,61,67,185,84,24,Left,60.0,13.0,48.666667,44.666667,76.142857,54.875,11.2
14273,14272,Gabriel Cléùr,61,65,181,70,25,Right,54.5,61.0,55.166667,49.333333,65.428571,37.875,11.2
14274,14273,Liu Ruofan,61,67,188,78,24,Right,61.0,36.0,57.166667,52.666667,68.857143,54.750,9.0
14275,14274,Li Peng,61,61,187,80,32,Right,35.0,59.5,48.833333,45.333333,64.285714,31.875,9.2
14276,14275,Marco Pompetti,61,70,176,70,22,Right,62.5,51.0,55.166667,59.666667,60.285714,46.000,10.8
14277,14276,Innes Cameron,61,67,190,75,22,Right,58.0,43.5,56.500000,54.333333,65.142857,56.000,10.4
14278,14277,Jonah Osabutey,61,67,181,72,24,Right,63.0,23.0,52.500000,45.666667,66.285714,49.625,10.0
14279,14278,Nebiyou Perry,61,65,175,70,23,Right,64.0,28.0,48.500000,55.666667,63.857143,44.500,8.4
14280,14279,Jesper Isaksen,61,68,183,73,23,Right,58.5,58.0,60.333333,61.333333,67.714286,49.000,8.0
14281,14280,Jacob Maddox,61,68,179,69,24,Right,63.0,57.0,59.500000,61.000000,63.571429,51.500,8.0
14282,14281,Kim Gyeong Jae,61,62,183,76,29,Right,54.5,60.5,55.833333,50.333333,69.000000,36.375,10.2
14283,14282,Ameen Bukhari,61,66,194,82,25,Right,18.5,15.0,33.833333,21.000000,54.714286,18.875,58.6
14284,14283,Jordan O'Doherty,61,64,168,62,25,Right,63.0,58.0,62.166667,57.000000,73.285714,54.000,10.0
14285,14284,Aaron Lewis,61,64,183,85,24,Right,60.5,57.0,53.833333,56.333333,68.285714,44.625,11.0
14286,14285,Hwang Mun Ki,61,64,176,70,26,Right,67.5,45.0,53.833333,62.000000,64.142857,53.750,11.4
14287,14286,Dylan Fox,61,61,186,80,28,Right,47.5,61.0,51.000000,44.666667,67.000000,30.375,11.0
14288,14287,Martin Ove Roseth,61,68,188,78,24,Left,46.5,60.0,47.500000,51.333333,66.285714,33.875,9.8
14289,14288,Marcus Johansen Mehnert,61,66,185,77,25,Left,60.5,16.5,55.500000,45.666667,68.857143,56.375,10.2
14290,14289,Adam Chrzanowski,61,71,186,78,23,Left,44.0,62.5,46.833333,47.000000,69.857143,38.125,8.4
14291,14290,Jake Eastwood,61,66,190,81,26,Right,19.0,17.0,29.000000,19.666667,43.714286,19.000,60.2
14292,14291,Oliver Kjærgaard,61,68,184,76,24,Right,63.5,51.0,56.333333,55.000000,64.571429,46.375,9.8
14293,14292,Trevor Clarke,61,63,175,65,24,Left,60.5,58.5,56.166667,60.000000,71.142857,49.125,8.8
14294,14293,Ivan Vujica,61,64,180,83,25,Left,58.0,59.0,53.333333,54.000000,71.428571,37.250,10.2
14295,14294,Choi Cheol Won,61,64,193,85,28,Right,17.0,13.0,29.000000,21.666667,36.285714,17.500,59.6
14296,14295,Connor O'Toole,61,64,175,70,25,Left,59.0,56.5,53.333333,52.666667,72.428571,32.625,9.4
14297,14296,Darragh Leahy,61,64,185,72,24,Left,57.5,58.0,58.666667,55.666667,64.142857,52.000,8.4
14298,14297,Lim Min Hyuk,61,63,168,64,26,Right,64.5,27.5,58.166667,63.333333,70.000000,52.625,8.8
14299,14298,Jhohan Romaña,61,66,185,79,24,Right,42.5,57.5,47.000000,38.333333,58.428571,31.250,8.4
14300,14299,Fabian Hiszpański,61,61,172,68,29,Left,59.0,57.5,50.666667,56.666667,63.428571,46.125,9.8
14301,14300,Enzo Guerrero,61,61,170,70,32,Right,27.0,64.5,45.333333,42.000000,43.714286,29.125,10.8
14302,14301,Lallianzuala Chhangte,61,64,167,61,25,Left,57.5,35.0,51.166667,52.666667,78.142857,49.500,11.0
14303,14302,Kristian Dirks Riis,61,66,189,84,26,Right,53.0,59.5,49.333333,48.666667,57.000000,42.375,10.8
14304,14303,Paweł Żyra,61,68,178,70,24,Right,60.0,59.0,59.333333,60.666667,70.714286,47.000,8.2
14305,14304,Cameron John,61,68,181,78,23,Left,54.0,58.5,53.833333,52.666667,69.285714,35.125,9.0
14306,14305,Benjamin Hvidt,61,71,185,78,22,Right,61.0,61.5,63.333333,58.000000,64.000000,51.625,9.8
14307,14306,Thomas Heward-Belle,61,67,192,80,25,Right,9.0,13.0,27.166667,24.666667,33.857143,14.250,60.4
14308,14307,Stefan Nigro,61,63,180,70,26,Right,60.5,57.5,58.500000,57.333333,69.142857,38.375,9.2
14309,14308,Oh In Pyo,61,64,178,68,25,Right,62.0,32.5,50.333333,52.000000,64.714286,52.125,12.2
14310,14309,Chinglensana Singh,61,66,185,80,26,Right,48.0,63.5,44.500000,44.333333,67.285714,29.750,9.8
14311,14310,Jake McGing,61,61,184,74,28,Right,54.5,59.5,56.166667,54.000000,65.571429,39.875,10.6
14312,14311,Erik Andersson,61,66,179,78,25,Left,63.0,53.5,53.000000,66.666667,71.571429,57.875,12.2
14313,14312,Tomas Gomez,61,63,188,86,29,Right,16.0,15.5,25.833333,19.333333,48.714286,19.875,62.0
14314,14313,Emmanuel Osadebe,61,62,188,71,26,Right,62.0,49.5,59.333333,60.000000,75.428571,55.875,9.8
14315,14314,Jordan Flores,61,63,180,75,27,Left,62.5,55.5,61.500000,61.333333,64.857143,62.375,12.0
14316,14315,Anthony Breslin,61,64,179,73,26,Left,53.5,60.0,48.500000,55.666667,69.571429,42.125,12.0
14317,14316,Levi Sutton,61,63,180,74,25,Right,59.0,60.0,59.833333,56.333333,72.571429,46.250,9.0
14318,14317,Kris Twardek,61,63,186,79,25,Right,62.5,37.5,48.500000,54.666667,65.714286,53.125,12.0
14319,14318,Ellis Iandolo,61,64,186,71,25,Left,61.0,61.5,61.166667,60.000000,71.428571,51.875,9.6
14320,14319,James Clarke,61,61,183,84,33,Right,46.5,59.0,53.166667,50.000000,60.285714,44.500,11.2
14321,14320,Cristian Paz,61,62,186,80,27,Right,40.5,58.0,46.666667,35.666667,58.714286,40.000,11.6
14322,14321,Ciaron Harkin,61,61,180,75,27,Right,57.0,53.5,59.000000,61.666667,59.142857,52.375,11.8
14323,14322,Jin Yangyang,61,61,189,91,30,Right,37.0,60.5,45.666667,37.666667,63.571429,33.250,10.6
14324,14323,Stefan Maderer,61,64,183,84,26,Left,58.5,30.0,48.166667,47.333333,67.142857,54.000,12.8
14325,14324,Gan Rui,61,61,180,67,38,Right,58.5,53.0,58.333333,59.000000,63.857143,46.500,9.0
14326,14325,Gustav Dahl,61,62,181,75,27,Left,60.5,57.5,56.166667,57.666667,66.142857,40.375,10.6
14327,14326,Qi Tianyu,61,61,182,80,30,Right,61.5,59.0,54.500000,62.000000,63.857143,48.625,8.4
14328,14327,Liang Xueming,61,62,176,70,27,Right,58.0,33.5,54.833333,51.000000,69.571429,52.750,10.8
14329,14328,Dan Agyei,61,63,183,77,25,Left,61.0,31.0,53.500000,45.666667,70.285714,53.875,10.2
14330,14329,Mateusz Abramowicz,61,61,186,82,30,Right,15.5,16.0,28.000000,24.000000,42.714286,20.500,60.2
14331,14330,Yasir Subaşı,61,62,180,73,27,Left,54.5,56.5,51.500000,45.333333,68.571429,38.625,9.4
14332,14331,Offrande Zanzala,61,63,185,72,26,Right,59.0,21.0,51.166667,43.000000,70.142857,52.125,13.0
14333,14332,Ali Coote,61,64,170,65,24,Right,62.5,42.0,47.166667,58.000000,66.857143,53.000,8.6
14334,14333,Ben Warland,61,63,185,82,26,Left,45.5,59.5,45.666667,38.666667,66.857143,30.000,10.6
14335,14334,Cao Yongjing,61,63,180,73,26,Right,59.0,54.0,57.500000,49.666667,72.857143,56.625,11.6
14336,14335,Rushian Hepburn-Murphy,61,67,173,65,24,Right,62.0,22.5,46.833333,44.333333,66.142857,54.750,11.2
14337,14336,Dylan Mboumbouni,61,66,182,75,27,Right,52.0,58.5,51.166667,49.333333,64.571429,37.750,12.6
14338,14337,Remo Arnold,61,65,190,83,26,Right,52.5,62.5,52.833333,57.000000,56.000000,40.875,12.0
14339,14338,Wes McDonald,61,62,174,77,25,Right,61.0,34.5,54.833333,52.000000,71.285714,54.000,11.0
14340,14339,Niall Maher,61,63,183,71,27,Right,53.0,58.5,54.333333,50.333333,66.571429,43.375,9.4
14341,14340,Feyzi Yıldırım,61,62,175,67,27,Right,60.0,56.5,57.000000,63.333333,63.571429,53.625,12.4
14342,14341,Ivan Konovalov,61,64,191,82,28,Right,18.0,16.0,23.000000,16.666667,29.428571,19.375,60.0
14343,14342,Johan Brattberg,61,66,200,93,26,Right,19.0,15.5,25.666667,25.000000,39.714286,20.500,60.8
14344,14343,Zheng Zhiyun,61,62,174,65,28,Left,55.5,51.0,54.166667,58.333333,68.142857,49.125,12.0
14345,14344,Lorenzo Paramatti,61,63,185,75,28,Left,39.5,62.0,45.166667,40.666667,58.857143,27.875,9.2
14346,14345,Nick Anderton,61,61,188,79,26,Left,57.5,58.5,54.500000,55.333333,64.714286,43.125,11.8
14347,14346,Harry Lennon,61,62,190,77,28,Left,46.5,60.5,50.833333,43.333333,64.285714,33.875,9.2
14348,14347,Yang Shiyuan,61,62,173,68,28,Right,55.0,64.5,57.500000,50.666667,71.571429,38.875,9.0
14349,14348,Du Jia,61,61,186,70,29,Right,18.5,10.0,40.666667,26.333333,48.571429,18.125,57.8
14350,14349,Nathan Konstandopoulos,61,64,180,78,26,Right,62.5,58.0,54.500000,60.000000,68.000000,48.375,12.0
14351,14350,Zhou Tong,61,61,171,66,33,Right,60.0,51.0,52.833333,58.000000,62.714286,51.000,12.0
14352,14351,Daniel Steininger,61,61,187,79,27,Right,60.5,28.5,47.666667,54.666667,66.428571,55.125,10.0
14353,14352,Zhang Lu,61,61,181,74,35,Right,54.0,56.0,55.500000,53.333333,66.285714,55.375,11.8
14354,14353,Sinan Tekerci,61,61,171,68,29,Left,64.5,54.0,51.333333,59.000000,67.000000,54.125,13.6
14355,14354,Patryk Lipski,61,61,186,82,28,Right,61.5,44.5,56.500000,63.333333,64.714286,58.500,7.6
14356,14355,Shi Xiaotian,61,61,190,79,33,Right,16.0,17.0,29.166667,23.333333,38.142857,19.375,60.4
14357,14356,Morten Sætra,61,66,198,90,25,Right,18.5,17.0,30.333333,20.333333,47.142857,18.750,60.6
14358,14357,Declan McDaid,61,61,178,73,27,Right,61.0,46.0,51.000000,57.000000,67.000000,50.500,10.0
14359,14358,Liu Yang,61,61,188,79,32,Right,52.5,56.5,54.000000,50.000000,63.857143,38.875,11.2
