"",name,current_club_name,country_of_citizenship,position,sub_position,market_value_in_eur,contract_expiration_date,current_club_domestic_competition_id,overall_score,potential_score,Height,Weight,Age,preferred_foot,ball_skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
6457,Magnus Mattsson,Nec Nijmegen,Denmark,Attack,Left Winger,650000.0,2024-06-30,NL1,67,73,174,63,24,Right,72.0,28.0,56.166667,59.666667,70.571429,56.250,12.0
6458,Anthony Moris,Royale Union Saint Gilloise,Luxembourg,Goalkeeper,Goalkeeper,1500000.0,2026-06-30,BE1,74,74,186,75,32,Left,25.0,16.5,36.500000,32.666667,51.000000,21.625,74.2
6459,Kas De Wit,Nec Nijmegen,Netherlands,Attack,Attacking Midfield,25000.0,2023-06-30,NL1,58,72,175,65,19,Right,61.5,44.0,47.833333,57.333333,60.857143,50.875,9.2
6460,Nils Rossen,Nec Nijmegen,Netherlands,Attack,Attacking Midfield,50000.0,2024-06-30,NL1,58,74,181,66,17,Left,60.0,56.0,54.500000,62.000000,59.000000,52.125,8.4
6461,Ross Sykes,Royale Union Saint Gilloise,England,Defender,Centre-Back,700000.0,2026-06-30,BE1,68,73,196,73,23,Right,57.0,64.5,61.666667,55.333333,54.857143,44.875,11.4
6462,Andri Fannar Baldursson,Nec Nijmegen,Iceland,Midfield,Central Midfield,500000.0,2023-06-30,NL1,62,74,187,79,21,Right,63.0,62.0,59.166667,60.000000,60.142857,49.875,8.6
6463,Jordy Bruijn,Nec Nijmegen,Netherlands,Attack,Attacking Midfield,700000.0,2023-06-30,NL1,66,69,171,70,26,Right,68.0,58.0,64.666667,64.666667,69.571429,58.750,10.2
6464,Oussama Tannane,Nec Nijmegen,Morocco,Attack,Attacking Midfield,950000.0,2024-06-30,NL1,74,74,177,80,28,Left,78.5,36.5,65.666667,71.333333,71.285714,73.375,8.6
6465,Terry Lartey Sanniez,Nec Nijmegen,Netherlands,Defender,Right-Back,150000.0,2023-06-30,NL1,63,66,174,76,26,Right,58.5,63.5,54.833333,50.333333,71.285714,54.625,10.0
6466,Ilias Bronkhorst,Nec Nijmegen,Netherlands,Defender,Right-Back,250000.0,2023-06-30,NL1,64,67,185,76,25,Right,61.0,62.5,56.833333,54.000000,64.428571,46.250,8.6
6467,Bart Van Rooij,Nec Nijmegen,Netherlands,Defender,Right-Back,900000.0,2023-06-30,NL1,67,72,174,72,21,Right,64.5,64.5,56.666667,59.666667,69.714286,37.125,10.8
6468,Souffian El Karouani,Nec Nijmegen,Morocco,Defender,Left-Back,900000.0,2023-06-30,NL1,68,77,178,74,22,Left,64.5,63.5,61.833333,62.666667,71.285714,43.250,8.8
6469,Joris Kramer,Nec Nijmegen,Netherlands,Defender,Centre-Back,650000.0,2025-06-30,NL1,66,69,187,76,26,Left,52.5,65.0,53.500000,42.666667,61.000000,42.250,8.8
6470,Ivan Marquez,Nec Nijmegen,Spain,Defender,Centre-Back,650000.0,2023-06-30,NL1,70,71,191,80,28,Right,49.0,67.5,62.000000,51.000000,61.571429,41.625,10.4
6471,Philippe Sandler,Nec Nijmegen,Netherlands,Defender,Centre-Back,1500000.0,2025-06-30,NL1,69,74,190,82,26,Right,70.0,71.0,62.000000,61.333333,62.000000,51.500,12.8
6473,Robin Roefs,Nec Nijmegen,Netherlands,Goalkeeper,Goalkeeper,75000.0,2024-06-30,NL1,57,69,192,72,20,Left,13.0,13.0,25.333333,15.333333,30.142857,14.500,56.4
6474,Mattijs Branderhorst,Nec Nijmegen,Netherlands,Goalkeeper,Goalkeeper,600000.0,2023-06-30,NL1,70,72,192,87,29,Right,22.0,14.0,32.666667,23.333333,45.142857,20.625,69.2
6475,Jasper Cillessen,Nec Nijmegen,Netherlands,Goalkeeper,Goalkeeper,3000000.0,2025-06-30,NL1,80,80,185,83,33,Right,22.0,11.5,43.666667,34.000000,54.571429,19.500,78.6
6476,Dapo Mebude,Kv Oostende,Scotland,Attack,Centre-Forward,300000.0,2026-06-30,BE1,59,70,174,69,21,Right,60.0,18.5,50.000000,46.000000,73.285714,53.750,9.2
6477,Ivan Durdov,Kv Oostende,Croatia,Attack,Centre-Forward,700000.0,2026-06-30,BE1,65,71,194,86,22,Right,57.0,20.0,50.000000,42.000000,62.428571,54.500,8.8
6478,Elayis Tavsan,Nec Nijmegen,Netherlands,Attack,Right Winger,1600000.0,2023-06-30,NL1,68,77,183,74,21,Left,72.0,20.0,52.500000,58.666667,73.571429,58.750,9.0
6479,Fraser Hornby,Kv Oostende,Scotland,Attack,Centre-Forward,900000.0,2023-06-30,BE1,67,74,195,85,23,Right,64.5,20.0,53.833333,47.333333,57.000000,67.500,10.6
6480,Dirk Proper,Nec Nijmegen,Netherlands,Midfield,Central Midfield,900000.0,2025-06-30,NL1,68,76,168,63,21,Right,66.5,67.0,61.333333,64.000000,65.285714,43.625,9.0
6481,Andy Musayev,Kv Oostende,Belgium,Attack,Second Striker,200000.0,2025-06-30,BE1,59,71,175,65,19,Right,60.0,30.5,44.000000,54.333333,71.142857,44.375,10.2
6482,Thierry Ambrose,Kv Oostende,Guadeloupe,Attack,Centre-Forward,1800000.0,2024-06-30,BE1,72,76,178,76,25,Right,75.5,25.0,51.333333,62.000000,78.428571,62.625,10.8
6483,Indy Boonen,Kv Oostende,Belgium,Attack,Attacking Midfield,450000.0,2023-06-30,BE1,65,70,177,67,24,Left,67.0,43.5,59.166667,63.000000,66.714286,58.875,10.6
6484,Nick Batzner,Kv Oostende,Germany,Attack,Attacking Midfield,1300000.0,2024-06-30,BE1,69,78,175,63,22,Right,74.0,55.5,58.833333,71.666667,70.285714,56.750,8.6
6485,Tatsuhiro Sakamoto,Kv Oostende,Japan,Midfield,Left Midfield,1200000.0,2025-06-30,BE1,71,72,170,63,26,Right,70.5,59.5,65.833333,65.333333,73.428571,62.000,9.6
6486,Cameron Mcgeehan,Kv Oostende,Northern Ireland,Midfield,Central Midfield,600000.0,2023-06-30,BE1,67,68,180,71,27,Right,65.5,61.5,67.000000,62.333333,70.142857,58.500,10.2
6487,David Atanga,Kv Oostende,Ghana,Attack,Right Winger,700000.0,2024-06-30,BE1,66,67,180,65,26,Left,63.5,41.0,54.000000,55.333333,77.714286,56.000,10.0
6488,Guillaume Francois,Royale Union Saint Gilloise,Belgium,Defender,Right-Back,300000.0,2024-06-30,BE1,66,66,174,72,32,Right,66.0,64.0,63.833333,62.000000,68.142857,57.625,10.8
6489,Kenny Rocha Santos,Kv Oostende,Cape Verde,Midfield,Central Midfield,1200000.0,2025-06-30,BE1,69,78,174,68,23,Right,72.0,61.5,67.333333,67.333333,72.428571,59.750,8.8
6490,Maxime D Arpino,Kv Oostende,France,Midfield,Central Midfield,2200000.0,2026-06-30,BE1,73,75,175,62,26,Right,68.5,73.0,69.166667,75.000000,70.857143,64.125,8.0
6491,Sieben Dewaele,Kv Oostende,Belgium,Midfield,Defensive Midfield,600000.0,2025-06-30,BE1,66,72,180,74,24,Right,65.0,65.0,60.500000,70.333333,64.857143,48.375,10.0
6492,Siebe Wylin,Kv Oostende,Belgium,Defender,Right-Back,200000.0,2025-06-30,BE1,63,75,174,63,19,Right,63.5,58.5,55.666667,60.000000,68.285714,38.875,9.4
6493,Brecht Capon,Kv Oostende,Belgium,Defender,Right-Back,200000.0,2023-06-30,BE1,69,69,179,73,34,Right,64.0,67.5,67.500000,66.333333,69.000000,64.500,13.4
6494,Robbie D Haese,Kv Oostende,Belgium,Defender,Right-Back,600000.0,2024-06-30,BE1,69,76,180,64,24,Right,70.5,54.0,57.666667,65.333333,70.142857,50.125,9.6
6495,Theo Ndicka Matam,Kv Oostende,France,Defender,Left-Back,700000.0,2024-06-30,BE1,66,73,170,65,22,Left,67.0,62.0,57.166667,59.333333,75.142857,47.750,9.4
6496,Manuel Osifo,Kv Oostende,Belgium,Defender,Centre-Back,200000.0,2024-06-30,BE1,57,75,182,70,19,Right,57.0,58.0,45.666667,51.666667,69.142857,31.000,10.2
6497,Fanos Katelaris,Kv Oostende,Cyprus,Defender,Centre-Back,600000.0,2025-06-30,BE1,66,71,185,86,26,Right,52.0,66.0,51.666667,55.000000,67.428571,41.375,10.2
6498,Osaze Urhoghide,Kv Oostende,England,Defender,Centre-Back,900000.0,2023-06-30,BE1,64,71,188,80,22,Right,59.5,65.5,51.833333,53.333333,69.857143,34.375,8.6
6499,Anton Tanghe,Kv Oostende,Belgium,Defender,Centre-Back,1000000.0,2026-06-30,BE1,67,75,187,70,24,Right,49.5,70.5,54.333333,53.333333,61.714286,34.625,9.4
6500,Matej Rodin,Kv Oostende,Croatia,Defender,Centre-Back,1200000.0,2026-06-30,BE1,67,69,195,80,27,Right,42.0,68.0,48.833333,34.666667,58.428571,33.250,7.6
6501,Guillaume Hubert,Kv Oostende,Belgium,Goalkeeper,Goalkeeper,600000.0,2023-06-30,BE1,69,71,198,88,29,Right,19.0,15.0,34.000000,24.666667,44.285714,17.000,67.8
6502,Dillon Phillips,Kv Oostende,England,Goalkeeper,Goalkeeper,800000.0,2023-06-30,BE1,69,71,188,89,27,Right,24.0,18.0,28.666667,23.000000,46.000000,22.125,67.0
6503,Guus Gertsen,Nec Nijmegen,Netherlands,Defender,Centre-Back,25000.0,2023-06-30,NL1,59,72,189,74,19,Right,41.5,59.0,46.333333,38.000000,59.000000,35.375,10.4
6504,Calvin Verdonk,Nec Nijmegen,Netherlands,Defender,Left-Back,800000.0,2024-06-30,NL1,67,70,174,69,25,Left,64.5,65.5,63.166667,66.333333,68.714286,59.875,10.4
6505,Pierre Dwomoh,Kv Oostende,Belgium,Midfield,Central Midfield,1000000.0,2023-06-30,BE1,64,82,188,69,18,Right,74.0,57.5,57.166667,63.666667,68.000000,50.250,12.0
6506,Miguel,Fk Sochi,Brazil,Attack,Attacking Midfield,2000000.0,2026-06-30,RU1,69,77,182,83,23,Right,67.0,23.0,51.333333,50.666667,71.285714,61.125,10.4
6507,Mathias De Wolf,Nec Nijmegen,Belgium,Midfield,Central Midfield,125000.0,2023-06-30,NL1,59,71,187,76,21,Left,62.0,54.5,51.333333,60.666667,58.285714,49.125,12.4
6508,Lasse Schone,Nec Nijmegen,Denmark,Midfield,Defensive Midfield,300000.0,2024-06-30,NL1,74,74,178,78,36,Right,78.0,51.0,70.333333,80.000000,56.714286,77.500,12.8
6509,Patrik Walemark,Feyenoord Rotterdam,Sweden,Attack,Right Winger,4500000.0,2026-06-30,NL1,72,83,183,73,21,Left,74.5,26.0,58.833333,65.000000,69.571429,60.250,9.8
6510,Oussama Idrissi,Feyenoord Rotterdam,Morocco,Attack,Left Winger,4000000.0,2023-06-30,NL1,75,76,175,78,27,Right,79.0,35.5,63.000000,68.666667,68.714286,70.000,13.0
6511,Javairo Dilrosun,Feyenoord Rotterdam,Netherlands,Attack,Left Winger,6000000.0,2026-06-30,NL1,73,78,175,73,24,Left,78.0,35.5,56.666667,66.666667,72.000000,55.875,10.4
6512,Mohamed Taabouni,Feyenoord Rotterdam,Netherlands,Attack,Attacking Midfield,700000.0,2024-06-30,NL1,65,79,178,68,20,Right,70.0,54.0,55.666667,59.333333,69.142857,54.375,9.6
6513,Ezequiel Bullaude,Feyenoord Rotterdam,Argentina,Attack,Attacking Midfield,4500000.0,2027-06-30,NL1,71,80,184,80,22,Right,76.0,29.0,55.333333,61.333333,70.714286,61.625,8.6
6514,Quinten Timber,Feyenoord Rotterdam,Netherlands,Midfield,Central Midfield,8500000.0,2026-06-30,NL1,74,85,179,71,21,Right,79.5,71.5,72.833333,69.666667,79.571429,57.375,8.8
6515,Orkun Kokcu,Feyenoord Rotterdam,Turkey,Midfield,Central Midfield,27000000.0,2025-06-30,NL1,80,86,175,68,22,Right,80.0,69.5,77.666667,81.666667,74.285714,72.375,8.6
6516,Mats Wieffer,Feyenoord Rotterdam,Netherlands,Midfield,Defensive Midfield,1000000.0,2026-06-30,NL1,67,74,188,76,23,Right,71.0,63.5,65.166667,62.000000,66.428571,49.625,10.4
6517,Mimeirhel Benita,Feyenoord Rotterdam,Netherlands,Defender,Right-Back,700000.0,2025-06-30,NL1,61,77,178,66,19,Right,64.0,58.5,54.500000,54.666667,65.000000,50.875,10.2
6518,Marcus Holmgren Pedersen,Feyenoord Rotterdam,Norway,Defender,Right-Back,5000000.0,2026-06-30,NL1,73,80,183,76,22,Right,69.0,70.5,63.333333,68.666667,79.285714,48.500,10.4
6519,Lutsharel Geertruida,Feyenoord Rotterdam,Netherlands,Defender,Right-Back,12000000.0,2024-06-30,NL1,78,86,185,73,22,Right,74.5,79.0,71.166667,70.000000,78.000000,48.625,11.6
6520,Quilindschy Hartman,Feyenoord Rotterdam,Netherlands,Defender,Left-Back,1000000.0,2025-06-30,NL1,68,76,183,72,21,Left,63.0,63.5,65.833333,67.000000,69.142857,47.750,12.4
6521,Alfons Amade,Kv Oostende,Germany,Midfield,Defensive Midfield,650000.0,2024-06-30,BE1,64,71,170,64,23,Right,65.0,64.0,64.000000,63.666667,71.571429,40.250,10.8
6522,Neraysho Kasanwirjo,Feyenoord Rotterdam,Netherlands,Defender,Centre-Back,2500000.0,2027-06-30,NL1,69,78,185,68,21,Right,57.0,70.0,55.500000,62.333333,74.142857,44.000,9.8
6523,Jacob Rasmussen,Feyenoord Rotterdam,Denmark,Defender,Centre-Back,3500000.0,2023-06-30,NL1,73,76,190,81,25,Left,61.0,71.5,58.833333,63.666667,68.000000,42.875,10.6
6524,Gernot Trauner,Feyenoord Rotterdam,Austria,Defender,Centre-Back,5000000.0,2025-06-30,NL1,79,79,183,82,30,Right,67.5,80.0,70.833333,68.000000,74.000000,58.375,8.4
6525,David Hancko,Feyenoord Rotterdam,Slovakia,Defender,Centre-Back,12500000.0,2026-06-30,NL1,78,85,188,80,25,Left,74.0,80.0,72.833333,73.333333,73.571429,65.500,10.6
6526,Santiago Gimenez,Feyenoord Rotterdam,Mexico,Attack,Centre-Forward,6000000.0,2026-06-30,NL1,75,84,182,69,21,Left,72.0,40.5,67.833333,65.333333,76.000000,70.250,9.6
6527,Igor Paixao,Feyenoord Rotterdam,Brazil,Attack,Left Winger,6000000.0,2027-06-30,NL1,73,82,168,65,22,Right,78.5,33.0,61.000000,65.333333,75.857143,60.500,10.6
6528,Timon Wellenreuther,Feyenoord Rotterdam,Germany,Goalkeeper,Goalkeeper,800000.0,2023-06-30,NL1,69,72,188,80,27,Right,21.5,10.0,36.166667,22.666667,54.000000,18.250,67.8
6529,Justin Bijlow,Feyenoord Rotterdam,Netherlands,Goalkeeper,Goalkeeper,13000000.0,2025-06-30,NL1,78,84,188,76,25,Right,16.0,13.0,38.500000,29.000000,53.000000,17.000,77.0
6530,Kyan Vaesen,Kvc Westerlo,Belgium,Attack,Centre-Forward,700000.0,2026-06-30,BE1,64,72,190,82,21,Right,64.5,16.5,51.000000,52.333333,60.857143,57.875,12.6
6531,Erdon Daci,Kvc Westerlo,North Macedonia,Attack,Centre-Forward,900000.0,2024-06-30,BE1,63,68,183,75,24,Left,68.5,17.0,46.833333,55.333333,56.000000,59.875,10.4
6532,Dorgeles Nene,Kvc Westerlo,Mali,Attack,Centre-Forward,1600000.0,2023-06-30,BE1,66,80,174,65,20,Left,67.0,36.0,53.000000,57.000000,75.571429,59.875,7.0
6533,Tuur Dierckx,Kvc Westerlo,Belgium,Attack,Right Winger,700000.0,2023-06-30,BE1,68,68,171,68,27,Right,70.5,13.0,56.166667,61.333333,73.142857,58.875,10.6
6534,Griffin Yow,Kvc Westerlo,United States,Attack,Left Winger,350000.0,2026-06-30,BE1,58,72,173,66,20,Right,59.0,20.5,48.666667,50.666667,57.571429,45.375,9.2
6535,Nacer Chadli,Kvc Westerlo,Belgium,Attack,Left Winger,2500000.0,2023-06-30,BE1,75,75,187,85,33,Right,79.5,52.0,69.500000,72.666667,68.714286,74.750,11.6
6536,Tein Troost,Feyenoord Rotterdam,Netherlands,Goalkeeper,Goalkeeper,100000.0,2023-06-30,NL1,58,70,188,77,21,Left,13.0,11.0,27.166667,18.666667,37.571429,15.000,57.2
6537,Jan Bernat,Kvc Westerlo,Slovakia,Attack,Attacking Midfield,700000.0,2025-06-30,BE1,65,74,180,70,22,Right,66.5,36.5,47.833333,69.666667,59.714286,61.750,10.6
6538,Mamoutou N Diaye,Kvc Westerlo,Mali,Midfield,Central Midfield,50000.0,2023-06-30,BE1,62,62,179,75,32,Right,57.5,56.5,61.666667,60.000000,67.142857,52.500,13.2
6539,Lukas Van Eenoo,Kvc Westerlo,Belgium,Midfield,Central Midfield,450000.0,2025-06-30,BE1,68,68,175,67,32,Left,66.5,59.0,68.000000,68.666667,62.142857,65.750,10.2
6540,Thomas Van Den Keybus,Kvc Westerlo,Belgium,Midfield,Central Midfield,800000.0,2023-06-30,BE1,67,78,180,65,21,Right,70.5,67.0,62.000000,66.000000,68.285714,50.125,7.8
6541,Marcos Lopez,Feyenoord Rotterdam,Peru,Defender,Left-Back,2500000.0,2026-06-30,NL1,69,75,175,67,23,Left,69.0,65.5,62.000000,63.000000,73.857143,57.500,7.4
6542,Muhammed Gumuskaya,Kvc Westerlo,Turkey,Midfield,Central Midfield,2000000.0,2026-06-30,BE1,67,77,177,66,22,Left,68.5,53.5,59.833333,66.666667,68.285714,63.375,10.0
6543,Mathias Fixelles,Kvc Westerlo,Belgium,Midfield,Defensive Midfield,600000.0,2024-06-30,BE1,67,72,181,78,26,Right,65.0,62.0,66.833333,66.666667,65.857143,62.375,10.0
6544,Lucas Mineiro,Kvc Westerlo,Brazil,Midfield,Defensive Midfield,2000000.0,2023-06-30,BE1,69,72,188,80,27,Left,72.0,66.0,68.833333,68.000000,67.285714,57.125,10.4
6545,Edisson Jordanov,Kvc Westerlo,Bulgaria,Defender,Right-Back,600000.0,2023-06-30,BE1,66,66,172,70,29,Right,68.0,59.5,65.500000,60.000000,72.142857,53.125,12.0
6546,Bryan Reynolds,Kvc Westerlo,United States,Defender,Right-Back,2500000.0,2023-06-30,BE1,66,75,188,75,21,Right,60.0,60.5,57.666667,60.333333,66.142857,45.000,11.2
6548,Maxim De Cuyper,Kvc Westerlo,Belgium,Defender,Left-Back,2500000.0,2023-06-30,BE1,70,81,183,72,22,Left,68.0,66.5,63.333333,68.666667,71.000000,63.750,8.2
6549,Alireza Jahanbakhsh,Feyenoord Rotterdam,Iran,Attack,Right Winger,3000000.0,2024-06-30,NL1,72,72,181,78,29,Right,74.0,38.5,66.333333,67.000000,75.857143,67.250,9.4
6550,Pietro Perdichizzi,Kvc Westerlo,Belgium,Defender,Centre-Back,400000.0,2024-06-30,BE1,64,65,182,74,29,Left,46.0,66.0,51.166667,52.666667,68.428571,39.125,9.6
6551,Ravil Tagir,Kvc Westerlo,Turkey,Defender,Centre-Back,1600000.0,2024-06-30,BE1,66,79,182,70,19,Left,61.0,67.0,52.833333,56.666667,67.000000,40.250,7.6
6552,Roman Neustadter,Kvc Westerlo,Russia,Midfield,Defensive Midfield,300000.0,2023-06-30,BE1,71,71,190,81,35,Right,66.0,74.5,65.333333,64.000000,56.285714,56.625,12.2
6553,Rubin Seigers,Kvc Westerlo,Belgium,Defender,Centre-Back,1000000.0,2026-06-30,BE1,70,77,189,83,25,Right,50.0,73.0,56.500000,65.333333,62.000000,32.875,11.8
6554,Sinan Bolat,Kvc Westerlo,Turkey,Goalkeeper,Goalkeeper,1300000.0,2026-06-30,BE1,72,72,186,83,34,Right,19.0,13.5,41.666667,37.000000,49.142857,22.375,71.8
6555,Nicolas Madsen,Kvc Westerlo,Denmark,Midfield,Defensive Midfield,1200000.0,2026-06-30,BE1,67,74,192,76,22,Right,65.0,62.5,62.000000,64.333333,63.857143,49.625,9.2
6556,Kerim Mrabti,Kv Mechelen,Sweden,Attack,Second Striker,3000000.0,2023-06-30,BE1,72,72,175,75,28,Right,69.5,55.0,67.500000,67.000000,78.857143,66.750,7.6
6557,Ilyas Lefrancq,Kv Mechelen,Morocco,Attack,Right Winger,100000.0,2024-06-30,BE1,58,75,176,65,19,Right,64.5,28.0,42.666667,51.333333,63.285714,47.375,12.6
6558,Geoffry Hairemans,Kv Mechelen,Belgium,Attack,Right Winger,750000.0,2025-06-30,BE1,70,70,183,64,31,Left,73.0,42.0,66.500000,77.000000,57.142857,66.875,10.4
6559,Nikola Storm,Kv Mechelen,Belgium,Attack,Left Winger,3000000.0,2026-06-30,BE1,74,74,178,74,28,Right,74.0,28.0,57.500000,70.000000,69.857143,67.875,10.4
6560,Jorge Hernandez,Kv Mechelen,Mexico,Attack,Attacking Midfield,300000.0,2024-06-30,BE1,60,69,170,68,22,Left,62.0,40.5,53.333333,60.000000,64.000000,58.500,12.2
6561,Yusuke Matsuo,Kvc Westerlo,Japan,Midfield,Left Midfield,800000.0,2023-12-31,BE1,65,69,170,65,25,Right,67.5,60.0,62.500000,59.333333,74.571429,59.625,11.8
6562,Bas Van Den Eynden,Kv Mechelen,Belgium,Midfield,Central Midfield,150000.0,2025-06-30,BE1,60,71,186,83,21,Right,58.0,57.0,53.500000,58.333333,60.285714,48.125,10.6
6563,Sebastian Szymanski,Feyenoord Rotterdam,Poland,Attack,Attacking Midfield,14000000.0,2023-06-30,NL1,77,83,174,60,23,Left,76.5,39.0,65.500000,77.333333,70.571429,66.375,11.4
6564,Rob Schoofs,Kv Mechelen,Belgium,Midfield,Central Midfield,2500000.0,2024-06-30,BE1,73,73,179,69,28,Left,73.0,64.0,70.833333,72.333333,65.285714,64.625,9.8
6565,Koen Van Langendonck,Kvc Westerlo,Belgium,Goalkeeper,Goalkeeper,100000.0,2024-06-30,BE1,65,65,187,86,33,Right,14.5,17.0,37.000000,25.666667,40.142857,19.125,64.2
6566,Nick Gillekens,Kvc Westerlo,Belgium,Goalkeeper,Goalkeeper,350000.0,2026-06-30,BE1,66,68,185,80,27,Right,20.5,14.5,31.333333,21.666667,47.857143,20.625,65.2
6567,Iebe Swers,Kv Mechelen,Belgium,Defender,Right-Back,300000.0,2025-06-30,BE1,67,70,185,76,26,Right,67.0,60.5,61.000000,63.000000,76.285714,53.625,12.4
6568,Sandy Walsh,Kv Mechelen,Indonesia,Defender,Right-Back,2000000.0,2025-06-30,BE1,69,70,185,76,27,Right,63.5,65.0,64.000000,65.333333,69.000000,44.750,10.6
6569,Julien Ngoy,Kv Mechelen,Belgium,Attack,Centre-Forward,900000.0,2025-06-30,BE1,68,73,185,88,25,Right,72.0,20.0,49.333333,58.000000,74.142857,57.500,10.4
6570,Lucas Bijker,Kv Mechelen,Netherlands,Defender,Left-Back,600000.0,2023-06-30,BE1,68,68,174,77,30,Left,61.0,65.5,63.666667,62.333333,73.000000,38.625,8.4
6571,David Bates,Kv Mechelen,Scotland,Defender,Centre-Back,650000.0,2025-06-30,BE1,67,72,190,83,26,Right,51.0,67.0,53.000000,46.333333,62.142857,34.375,10.8
6572,Ofir Marciano,Feyenoord Rotterdam,Israel,Goalkeeper,Goalkeeper,500000.0,2023-06-30,NL1,70,70,193,78,33,Right,19.5,11.0,37.333333,22.333333,51.142857,19.375,67.6
6573,Samuel Oum Gouet,Kv Mechelen,Cameroon,Midfield,Defensive Midfield,1300000.0,2024-06-30,BE1,68,74,185,74,25,Right,65.0,63.5,63.333333,63.666667,64.428571,53.125,9.8
6574,Jordi Vanlerberghe,Kv Mechelen,Belgium,Defender,Centre-Back,1200000.0,2024-06-30,BE1,70,73,189,82,26,Right,67.0,69.5,67.000000,67.000000,64.428571,62.625,12.6
6575,Dimitri Lavalee,Kv Mechelen,Belgium,Defender,Centre-Back,750000.0,2026-06-30,BE1,69,74,188,85,26,Left,64.0,69.5,62.500000,64.666667,64.857143,33.875,9.2
6576,Boli Bolingoli,Kv Mechelen,Belgium,Defender,Left-Back,900000.0,2024-06-30,BE1,68,69,181,75,27,Left,67.5,63.5,61.666667,62.000000,78.857143,55.000,11.6
6577,Yannick Thoelen,Kv Mechelen,Belgium,Goalkeeper,Goalkeeper,300000.0,2025-06-30,BE1,67,67,188,81,32,Right,15.5,19.5,30.333333,24.333333,44.285714,18.750,66.0
6578,Alec Van Hoorenbeeck,Kv Mechelen,Belgium,Defender,Centre-Back,750000.0,2026-06-30,BE1,64,70,187,77,24,Left,53.5,66.0,53.333333,57.000000,64.142857,35.375,11.6
6579,Alessio Da Cruz,Kv Mechelen,Cape Verde,Attack,Attacking Midfield,1500000.0,2024-06-30,BE1,68,71,186,74,26,Right,72.0,30.5,58.666667,60.666667,67.857143,62.500,13.2
6580,Massimo Bruno,Kv Kortrijk,Belgium,Attack,Right Winger,450000.0,2025-06-30,BE1,70,70,178,75,29,Right,71.5,44.5,60.833333,69.000000,69.714286,66.125,12.0
6581,Dries Wouters,Kv Mechelen,Belgium,Midfield,Defensive Midfield,500000.0,2023-06-30,BE1,69,74,191,81,26,Left,62.5,67.0,61.000000,55.000000,54.000000,45.250,11.6
6582,Eric Ocansey,Kv Kortrijk,Ghana,Attack,Left Winger,350000.0,2023-06-30,BE1,66,69,173,66,25,Left,68.0,47.5,60.000000,59.000000,78.000000,57.875,9.6
6583,David Henen,Kv Kortrijk,Togo,Attack,Left Winger,450000.0,2024-06-30,BE1,66,67,185,73,26,Right,67.5,22.0,52.500000,61.333333,71.142857,58.875,13.0
6584,Martin Regali,Kv Kortrijk,Slovakia,Attack,Left Winger,550000.0,2024-06-30,BE1,65,65,176,60,29,Right,68.5,28.5,53.500000,60.333333,64.857143,50.875,8.6
6585,Pape Habib Gueye,Kv Kortrijk,Senegal,Attack,Centre-Forward,850000.0,2024-06-30,BE1,67,75,188,84,23,Right,63.5,15.5,56.666667,53.333333,73.428571,61.500,10.4
6586,Faiz Selemani,Kv Kortrijk,Comoros,Attack,Left Winger,3000000.0,2025-06-30,BE1,74,74,182,65,29,Right,75.5,57.5,66.166667,70.000000,73.428571,68.375,8.4
6587,Gaetan Coucke,Kv Mechelen,Belgium,Goalkeeper,Goalkeeper,1000000.0,2023-06-30,BE1,69,75,187,83,24,Right,15.5,12.5,29.500000,26.666667,44.000000,14.875,67.8
6588,Dion De Neve,Kv Kortrijk,Belgium,Midfield,Left Midfield,450000.0,2025-06-30,BE1,63,72,182,68,21,Left,66.5,47.5,50.000000,58.000000,66.142857,48.500,8.4
6589,Kevin Vandendriessche,Kv Kortrijk,France,Midfield,Central Midfield,300000.0,2023-06-30,BE1,67,67,183,74,33,Right,62.0,63.5,69.500000,66.666667,64.571429,66.625,11.2
6590,Habib Keita,Kv Kortrijk,Mali,Midfield,Central Midfield,800000.0,2023-06-30,BE1,68,79,182,72,21,Left,71.5,55.5,67.833333,65.333333,67.000000,52.375,10.6
6591,Jannes Van Hecke,Kv Mechelen,Belgium,Midfield,Central Midfield,450000.0,2024-06-30,BE1,63,74,177,65,21,Left,69.5,55.5,60.333333,63.666667,63.714286,45.750,9.4
6592,Dylan Mbayo,Kv Kortrijk,Belgium,Attack,Left Winger,600000.0,2026-06-30,BE1,65,76,175,65,21,Left,71.0,32.0,46.833333,55.333333,72.714286,56.000,9.8
6593,Oleksiy Sych,Kv Kortrijk,Ukraine,Defender,Right-Back,650000.0,2023-06-30,BE1,63,72,185,75,21,Right,59.0,60.5,51.333333,61.666667,67.714286,36.625,11.2
6594,Nayel Mehssatou,Kv Kortrijk,Chile,Defender,Right-Back,800000.0,2025-06-30,BE1,63,74,162,49,20,Right,65.5,63.0,54.333333,59.666667,73.714286,48.250,11.4
6595,Kristof D Haene,Kv Kortrijk,Belgium,Defender,Left-Back,800000.0,2024-06-30,BE1,70,70,168,63,32,Left,71.5,66.5,68.333333,70.333333,74.428571,53.125,12.6
6596,Felipe Avenatti,Kv Kortrijk,Uruguay,Attack,Centre-Forward,500000.0,2024-06-30,BE1,68,68,197,90,29,Left,70.0,35.5,63.833333,61.333333,53.142857,67.000,7.8
